rfc_uri,rfc_number,rfc_name,rfc_title,publication_time,final_draft_uri,draft_uri,lineage_depth,draft_name,latest_rev,draft_title,draft_type,revision_count,publication_year,is_final_draft
/api/v1/doc/document/rfc3655/,3655,rfc3655,Redefinition of DNS Authenticated Data (AD) bit,2003-11-05 19:13:00+00:00,/api/v1/doc/document/draft-ietf-dnsext-ad-is-secure/,/api/v1/doc/document/draft-ietf-dnsext-ad-is-secure/,0,draft-ietf-dnsext-ad-is-secure,06,Redefinition of DNS Authenticated Data (AD) bit,/api/v1/name/doctypename/draft/,7,2003,True
/api/v1/doc/document/rfc3629/,3629,rfc3629,"UTF-8, a transformation format of ISO 10646",2003-11-10 23:23:15+00:00,/api/v1/doc/document/draft-yergeau-rfc2279bis/,/api/v1/doc/document/draft-yergeau-rfc2279bis/,0,draft-yergeau-rfc2279bis,05,"UTF-8, a transformation format of ISO 10646",/api/v1/name/doctypename/draft/,6,2003,True
/api/v1/doc/document/rfc3651/,3651,rfc3651,Handle System Namespace and Service Definition,2003-11-10 23:28:02+00:00,/api/v1/doc/document/draft-sun-handle-system-def/,/api/v1/doc/document/draft-sun-handle-system-def/,0,draft-sun-handle-system-def,08,Handle System Namespace and Service Definition,/api/v1/name/doctypename/draft/,9,2003,True
/api/v1/doc/document/rfc3652/,3652,rfc3652,Handle System Protocol (ver 2.1) Specification,2003-11-10 23:29:23+00:00,/api/v1/doc/document/draft-sun-handle-system-protocol/,/api/v1/doc/document/draft-sun-handle-system-protocol/,0,draft-sun-handle-system-protocol,05,Handle System Protocol (ver 2.1) Specification,/api/v1/name/doctypename/draft/,6,2003,True
/api/v1/doc/document/rfc3623/,3623,rfc3623,Graceful OSPF Restart,2003-11-14 23:24:57+00:00,/api/v1/doc/document/draft-ietf-ospf-hitless-restart/,/api/v1/doc/document/draft-ietf-ospf-hitless-restart/,0,draft-ietf-ospf-hitless-restart,08,Graceful OSPF Restart,/api/v1/name/doctypename/draft/,9,2003,True
/api/v1/doc/document/rfc3624/,3624,rfc3624,The Media Gateway Control Protocol (MGCP) Bulk Audit Package,2003-11-18 21:43:41+00:00,/api/v1/doc/document/draft-foster-mgcp-bulkaudits/,/api/v1/doc/document/draft-foster-mgcp-bulkaudits/,0,draft-foster-mgcp-bulkaudits,09,The Media Gateway Control Protocol (MGCP) Bulk Audit Package,/api/v1/name/doctypename/draft/,10,2003,True
/api/v1/doc/document/rfc3644/,3644,rfc3644,Policy Quality of Service (QoS) Information Model,2003-11-18 21:46:30+00:00,/api/v1/doc/document/draft-ietf-policy-qos-info-model/,/api/v1/doc/document/draft-ietf-policy-qos-info-model/,0,draft-ietf-policy-qos-info-model,05,Policy Quality of Service (QoS) Information Model,/api/v1/name/doctypename/draft/,6,2003,True
/api/v1/doc/document/rfc3632/,3632,rfc3632,VeriSign Registry Registrar Protocol (RRP) Version 2.0.0,2003-12-01 20:18:22+00:00,/api/v1/doc/document/draft-hollenbeck-rfc2832bis/,/api/v1/doc/document/draft-hollenbeck-rfc2832bis/,0,draft-hollenbeck-rfc2832bis,03,VeriSign Registry Registrar Protocol (RRP) Version 2.0.0,/api/v1/name/doctypename/draft/,4,2003,True
/api/v1/doc/document/rfc3640/,3640,rfc3640,RTP Payload Format for Transport of MPEG-4 Elementary Streams,2003-12-01 20:20:05+00:00,/api/v1/doc/document/draft-ietf-avt-mpeg4-simple/,/api/v1/doc/document/draft-ietf-avt-mpeg4-simple/,0,draft-ietf-avt-mpeg4-simple,08,RTP Payload Format for Transport of MPEG-4 Elementary Streams,/api/v1/name/doctypename/draft/,9,2003,True
/api/v1/doc/document/rfc3654/,3654,rfc3654,Requirements for Separation of IP Control and Forwarding,2003-12-01 20:21:54+00:00,/api/v1/doc/document/draft-ietf-forces-requirements/,/api/v1/doc/document/draft-ietf-forces-requirements/,0,draft-ietf-forces-requirements,10,Requirements for Separation of IP Control and Forwarding,/api/v1/name/doctypename/draft/,11,2003,True
/api/v1/doc/document/rfc3646/,3646,rfc3646,DNS Configuration options for Dynamic Host Configuration Protocol for IPv6 (DHCPv6),2003-12-09 20:05:20+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-opt-dnsconfig/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-opt-dnsconfig/,0,draft-ietf-dhc-dhcpv6-opt-dnsconfig,04,DNS Configuration options for Dynamic Host Configuration Protocol for IPv6 (DHCPv6),/api/v1/name/doctypename/draft/,5,2003,True
/api/v1/doc/document/rfc3643/,3643,rfc3643,Fibre Channel (FC) Frame Encapsulation,2003-12-11 00:33:22+00:00,/api/v1/doc/document/draft-ietf-ips-fcencapsulation/,/api/v1/doc/document/draft-ietf-ips-fcencapsulation/,0,draft-ietf-ips-fcencapsulation,08,Fibre Channel (FC) Frame Encapsulation,/api/v1/name/doctypename/draft/,9,2003,True
/api/v1/doc/document/rfc3677/,3677,rfc3677,IETF ISOC Board of Trustee Appointment Procedures,2003-12-11 00:34:50+00:00,/api/v1/doc/document/draft-iab-isocbot/,/api/v1/doc/document/draft-iab-isocbot/,0,draft-iab-isocbot,01,IETF ISOC Board of Trustee Appointment Procedures,/api/v1/name/doctypename/draft/,2,2003,True
/api/v1/doc/document/rfc3649/,3649,rfc3649,HighSpeed TCP for Large Congestion Windows,2003-12-12 18:35:21+00:00,/api/v1/doc/document/draft-ietf-tsvwg-highspeed/,/api/v1/doc/document/draft-ietf-tsvwg-highspeed/,0,draft-ietf-tsvwg-highspeed,01,HighSpeed TCP for Large Congestion Windows,/api/v1/name/doctypename/draft/,2,2003,True
/api/v1/doc/document/rfc3648/,3648,rfc3648,Web Distributed Authoring and Versioning (WebDAV) Ordered Collections Protocol,2003-12-16 00:37:56+00:00,/api/v1/doc/document/draft-ietf-webdav-ordering-protocol/,/api/v1/doc/document/draft-ietf-webdav-ordering-protocol/,0,draft-ietf-webdav-ordering-protocol,10,Web Distributed Authoring and Versioning (WebDAV) Ordered Collections Protocol,/api/v1/name/doctypename/draft/,11,2003,True
/api/v1/doc/document/rfc3653/,3653,rfc3653,XML-Signature XPath Filter 2.0,2003-12-16 00:39:54+00:00,/api/v1/doc/document/draft-ietf-xmldsig-xpf2/,/api/v1/doc/document/draft-ietf-xmldsig-xpf2/,0,draft-ietf-xmldsig-xpf2,01,XML-Signature XPath Filter 2.0,/api/v1/name/doctypename/draft/,2,2003,True
/api/v1/doc/document/rfc3656/,3656,rfc3656,The Mailbox Update (MUPDATE) Distributed Mailbox Database Protocol,2003-12-16 00:41:20+00:00,/api/v1/doc/document/draft-siemborski-mupdate/,/api/v1/doc/document/draft-siemborski-mupdate/,0,draft-siemborski-mupdate,04,The Mailbox Update (MUPDATE) Distributed Mailbox Database Protocol,/api/v1/name/doctypename/draft/,5,2003,True
/api/v1/doc/document/rfc3631/,3631,rfc3631,Security Mechanisms for the Internet,2003-12-19 00:26:59+00:00,/api/v1/doc/document/draft-iab-secmech/,/api/v1/doc/document/draft-iab-secmech/,0,draft-iab-secmech,03,Security Mechanisms for the Internet,/api/v1/name/doctypename/draft/,4,2003,True
/api/v1/doc/document/rfc3633/,3633,rfc3633,IPv6 Prefix Options for Dynamic Host Configuration Protocol (DHCP) version 6,2003-12-19 00:28:54+00:00,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-opt-prefix-delegation/,/api/v1/doc/document/draft-ietf-dhc-dhcpv6-opt-prefix-delegation/,0,draft-ietf-dhc-dhcpv6-opt-prefix-delegation,05,IPv6 Prefix Options for Dynamic Host Configuration Protocol (DHCP) version 6,/api/v1/name/doctypename/draft/,6,2003,True
/api/v1/doc/document/rfc3673/,3673,rfc3673,Lightweight Directory Access Protocol version 3 (LDAPv3): All Operational Attributes,2003-12-19 00:30:12+00:00,/api/v1/doc/document/draft-zeilenga-ldap-opattrs/,/api/v1/doc/document/draft-zeilenga-ldap-opattrs/,0,draft-zeilenga-ldap-opattrs,05,Lightweight Directory Access Protocol version 3 (LDAPv3): All Operational Attributes,/api/v1/name/doctypename/draft/,6,2003,True
/api/v1/doc/document/rfc3674/,3674,rfc3674,Feature Discovery in Lightweight Directory Access Protocol (LDAP),2003-12-19 00:31:32+00:00,/api/v1/doc/document/draft-zeilenga-ldap-features/,/api/v1/doc/document/draft-zeilenga-ldap-features/,0,draft-zeilenga-ldap-features,05,Feature Discovery in Lightweight Directory Access Protocol (LDAP),/api/v1/name/doctypename/draft/,6,2003,True
/api/v1/doc/document/rfc3658/,3658,rfc3658,Delegation Signer (DS) Resource Record (RR),2003-12-19 00:34:39+00:00,/api/v1/doc/document/draft-ietf-dnsext-delegation-signer/,/api/v1/doc/document/draft-ietf-dnsext-delegation-signer/,0,draft-ietf-dnsext-delegation-signer,15,Delegation Signer (DS) Resource Record (RR),/api/v1/name/doctypename/draft/,16,2003,True
/api/v1/doc/document/rfc3662/,3662,rfc3662,A Lower Effort Per-Domain Behavior (PDB) for Differentiated Services,2003-12-19 00:35:55+00:00,/api/v1/doc/document/draft-bless-diffserv-pdb-le/,/api/v1/doc/document/draft-bless-diffserv-pdb-le/,0,draft-bless-diffserv-pdb-le,01,A Lower Effort Per-Domain Behavior (PDB) for Differentiated Services,/api/v1/name/doctypename/draft/,2,2003,True
/api/v1/doc/document/rfc3663/,3663,rfc3663,Domain Administrative Data in Lightweight Directory Access Protocol (LDAP),2003-12-19 00:37:05+00:00,/api/v1/doc/document/draft-newton-ldap-whois/,/api/v1/doc/document/draft-newton-ldap-whois/,0,draft-newton-ldap-whois,04,Domain Administrative Data in Lightweight Directory Access Protocol (LDAP),/api/v1/name/doctypename/draft/,5,2003,True
/api/v1/doc/document/rfc3634/,3634,rfc3634,Key Distribution Center (KDC) Server Address Sub-option for the Dynamic Host Configuration Protocol (DHCP) CableLabs Client Configuration (CCC) Option,2003-12-24 20:41:02+00:00,/api/v1/doc/document/draft-ietf-dhc-suboptions-kdc-serveraddress/,/api/v1/doc/document/draft-ietf-dhc-suboptions-kdc-serveraddress/,0,draft-ietf-dhc-suboptions-kdc-serveraddress,04,Key Distribution Center (KDC) Server Address Sub-option for the Dynamic Host Configuration Protocol (DHCP) CableLabs Client Configuration (CCC) Option,/api/v1/name/doctypename/draft/,5,2003,True
/api/v1/doc/document/rfc3671/,3671,rfc3671,Collective Attributes in the Lightweight Directory Access Protocol (LDAP),2003-12-24 20:42:52+00:00,/api/v1/doc/document/draft-zeilenga-ldap-collective/,/api/v1/doc/document/draft-zeilenga-ldap-collective/,0,draft-zeilenga-ldap-collective,08,Collective Attributes in the Lightweight Directory Access Protocol (LDAP),/api/v1/name/doctypename/draft/,9,2003,True
/api/v1/doc/document/rfc3672/,3672,rfc3672,Subentries in the Lightweight Directory Access Protocol (LDAP),2003-12-24 20:44:11+00:00,/api/v1/doc/document/draft-zeilenga-ldap-subentry/,/api/v1/doc/document/draft-zeilenga-ldap-subentry/,0,draft-zeilenga-ldap-subentry,07,Subentries in the Lightweight Directory Access Protocol (LDAP),/api/v1/name/doctypename/draft/,8,2003,True
/api/v1/doc/document/rfc3660/,3660,rfc3660,Basic Media Gateway Control Protocol (MGCP) Packages,2003-12-24 20:45:40+00:00,/api/v1/doc/document/draft-foster-mgcp-basic-packages/,/api/v1/doc/document/draft-foster-mgcp-basic-packages/,0,draft-foster-mgcp-basic-packages,10,Basic Media Gateway Control Protocol (MGCP) Packages,/api/v1/name/doctypename/draft/,11,2003,True
/api/v1/doc/document/rfc3661/,3661,rfc3661,Media Gateway Control Protocol (MGCP) Return Code Usage,2003-12-24 20:46:48+00:00,/api/v1/doc/document/draft-foster-mgcp-returncodes/,/api/v1/doc/document/draft-foster-mgcp-returncodes/,0,draft-foster-mgcp-returncodes,03,Media Gateway Control Protocol (MGCP) Return Code Usage,/api/v1/name/doctypename/draft/,4,2003,True
/api/v1/doc/document/rfc3621/,3621,rfc3621,Power Ethernet MIB,2003-12-24 20:48:23+00:00,/api/v1/doc/document/draft-ietf-hubmib-power-ethernet-mib/,/api/v1/doc/document/draft-ietf-hubmib-power-ethernet-mib/,0,draft-ietf-hubmib-power-ethernet-mib,08,Power Ethernet MIB,/api/v1/name/doctypename/draft/,9,2003,True
/api/v1/doc/document/rfc3665/,3665,rfc3665,Session Initiation Protocol (SIP) Basic Call Flow Examples,2004-01-05 20:28:19+00:00,/api/v1/doc/document/draft-ietf-sipping-basic-call-flows/,/api/v1/doc/document/draft-ietf-sipping-basic-call-flows/,0,draft-ietf-sipping-basic-call-flows,02,Session Initiation Protocol (SIP) Basic Call Flow Examples,/api/v1/name/doctypename/draft/,3,2004,True
/api/v1/doc/document/rfc3666/,3666,rfc3666,Session Initiation Protocol (SIP) Public Switched Telephone Network (PSTN) Call Flows,2004-01-05 20:30:04+00:00,/api/v1/doc/document/draft-ietf-sipping-pstn-call-flows/,/api/v1/doc/document/draft-ietf-sipping-pstn-call-flows/,0,draft-ietf-sipping-pstn-call-flows,02,Session Initiation Protocol (SIP) Public Switched Telephone Network (PSTN) Call Flows,/api/v1/name/doctypename/draft/,3,2004,True
/api/v1/doc/document/rfc3657/,3657,rfc3657,Use of the Camellia Encryption Algorithm in Cryptographic Message Syntax (CMS),2004-01-07 19:53:56+00:00,/api/v1/doc/document/draft-ietf-smime-camellia/,/api/v1/doc/document/draft-ietf-smime-camellia/,0,draft-ietf-smime-camellia,05,Use of the Camellia Encryption Algorithm in Cryptographic Message Syntax (CMS),/api/v1/name/doctypename/draft/,6,2004,True
/api/v1/doc/document/rfc3670/,3670,rfc3670,Information Model for Describing Network Device QoS Datapath Mechanisms,2004-01-07 19:56:37+00:00,/api/v1/doc/document/draft-ietf-policy-qos-device-info-model/,/api/v1/doc/document/draft-ietf-policy-qos-device-info-model/,0,draft-ietf-policy-qos-device-info-model,10,Information Model for Describing Network Device QoS Datapath Mechanisms,/api/v1/name/doctypename/draft/,11,2004,True
/api/v1/doc/document/rfc3664/,3664,rfc3664,The AES-XCBC-PRF-128 Algorithm for the Internet Key Exchange Protocol (IKE),2004-01-20 20:39:38+00:00,/api/v1/doc/document/draft-ietf-ipsec-aes-xcbc-prf/,/api/v1/doc/document/draft-ietf-ipsec-aes-xcbc-prf/,0,draft-ietf-ipsec-aes-xcbc-prf,01,The AES-XCBC-PRF-128 Algorithm for the Internet Key Exchange Protocol (IKE),/api/v1/name/doctypename/draft/,2,2004,True
/api/v1/doc/document/rfc3678/,3678,rfc3678,Socket Interface Extensions for Multicast Source Filters,2004-01-20 20:41:29+00:00,/api/v1/doc/document/draft-ietf-magma-msf-api/,/api/v1/doc/document/draft-ietf-magma-msf-api/,0,draft-ietf-magma-msf-api,05,Socket Interface Extensions for Multicast Source Filters,/api/v1/name/doctypename/draft/,6,2004,True
/api/v1/doc/document/rfc3681/,3681,rfc3681,Delegation of E.F.F.3.IP6.ARPA,2004-01-20 20:43:01+00:00,/api/v1/doc/document/draft-ymbk-6bone-arpa-delegation/,/api/v1/doc/document/draft-ymbk-6bone-arpa-delegation/,0,draft-ymbk-6bone-arpa-delegation,01,Delegation of E.F.F.3.IP6.ARPA,/api/v1/name/doctypename/draft/,2,2004,True
/api/v1/doc/document/rfc3679/,3679,rfc3679,Unused Dynamic Host Configuration Protocol (DHCP) Option Codes,2004-01-24 00:14:41+00:00,/api/v1/doc/document/draft-ietf-dhc-unused-optioncodes/,/api/v1/doc/document/draft-ietf-dhc-unused-optioncodes/,0,draft-ietf-dhc-unused-optioncodes,07,Unused Dynamic Host Configuration Protocol (DHCP) Option Codes,/api/v1/name/doctypename/draft/,8,2004,True
/api/v1/doc/document/rfc3686/,3686,rfc3686,Using Advanced Encryption Standard (AES) Counter Mode With IPsec Encapsulating Security Payload (ESP),2004-01-31 00:47:04+00:00,/api/v1/doc/document/draft-ietf-ipsec-ciph-aes-ctr/,/api/v1/doc/document/draft-ietf-ipsec-ciph-aes-ctr/,0,draft-ietf-ipsec-ciph-aes-ctr,05,Using Advanced Encryption Standard (AES) Counter Mode With IPsec Encapsulating Security Payload (ESP),/api/v1/name/doctypename/draft/,6,2004,True
/api/v1/doc/document/rfc3688/,3688,rfc3688,The IETF XML Registry,2004-01-31 00:48:25+00:00,/api/v1/doc/document/draft-mealling-iana-xmlns-registry/,/api/v1/doc/document/draft-mealling-iana-xmlns-registry/,0,draft-mealling-iana-xmlns-registry,05,The IETF XML Registry,/api/v1/name/doctypename/draft/,6,2004,True
/api/v1/doc/document/rfc3692/,3692,rfc3692,Assigning Experimental and Testing Numbers Considered Useful,2004-01-31 00:49:57+00:00,/api/v1/doc/document/draft-narten-iana-experimental-allocations/,/api/v1/doc/document/draft-narten-iana-experimental-allocations/,0,draft-narten-iana-experimental-allocations,05,Assigning Experimental and Testing Numbers Considered Useful,/api/v1/name/doctypename/draft/,6,2004,True
/api/v1/doc/document/rfc3675/,3675,rfc3675,.sex Considered Dangerous,2004-02-04 23:39:53+00:00,/api/v1/doc/document/draft-eastlake-xxx/,/api/v1/doc/document/draft-eastlake-xxx/,0,draft-eastlake-xxx,06,.sex Considered Dangerous,/api/v1/name/doctypename/draft/,7,2004,True
/api/v1/doc/document/rfc3622/,3622,rfc3622,A Uniform Resource Name (URN) Namespace for the Liberty Alliance Project,2004-02-04 23:41:39+00:00,/api/v1/doc/document/draft-mealling-liberty-urn/,/api/v1/doc/document/draft-mealling-liberty-urn/,0,draft-mealling-liberty-urn,00,A Uniform Resource Name (URN) Namespace for the Liberty Alliance Project,/api/v1/name/doctypename/draft/,1,2004,True
/api/v1/doc/document/rfc3685/,3685,rfc3685,SIEVE Email Filtering: Spamtest and VirusTest Extensions,2004-02-06 18:49:50+00:00,/api/v1/doc/document/draft-daboo-sieve-spamtest/,/api/v1/doc/document/draft-daboo-sieve-spamtest/,0,draft-daboo-sieve-spamtest,04,SIEVE Email Filtering: Spamtest and VirusTest Extensions,/api/v1/name/doctypename/draft/,5,2004,True
/api/v1/doc/document/rfc3689/,3689,rfc3689,General Requirements for Emergency Telecommunication Service (ETS),2004-02-06 18:51:32+00:00,/api/v1/doc/document/draft-ietf-ieprep-ets-general/,/api/v1/doc/document/draft-ietf-ieprep-ets-general/,0,draft-ietf-ieprep-ets-general,04,General Requirements for Emergency Telecommunication Service (ETS),/api/v1/name/doctypename/draft/,5,2004,True
/api/v1/doc/document/rfc3690/,3690,rfc3690,IP Telephony Requirements for Emergency Telecommunication Service (ETS),2004-02-06 18:53:02+00:00,/api/v1/doc/document/draft-ietf-ieprep-ets-telephony/,/api/v1/doc/document/draft-ietf-ieprep-ets-telephony/,0,draft-ietf-ieprep-ets-telephony,07,IP Telephony Requirements for Emergency Telecommunication Service (ETS),/api/v1/name/doctypename/draft/,8,2004,True
/api/v1/doc/document/rfc3707/,3707,rfc3707,Cross Registry Internet Service Protocol (CRISP) Requirements,2004-02-06 18:55:24+00:00,/api/v1/doc/document/draft-ietf-crisp-requirements/,/api/v1/doc/document/draft-ietf-crisp-requirements/,0,draft-ietf-crisp-requirements,06,Cross Registry Internet Service Protocol (CRISP) Requirements,/api/v1/name/doctypename/draft/,7,2004,True
/api/v1/doc/document/rfc3687/,3687,rfc3687,Lightweight Directory Access Protocol (LDAP) and X.500 Component Matching Rules,2004-02-10 18:27:39+00:00,/api/v1/doc/document/draft-legg-ldapext-component-matching/,/api/v1/doc/document/draft-legg-ldapext-component-matching/,0,draft-legg-ldapext-component-matching,11,Lightweight Directory Access Protocol (LDAP) and X.500 Component Matching Rules,/api/v1/name/doctypename/draft/,12,2004,True
/api/v1/doc/document/rfc3705/,3705,rfc3705,High Capacity Textual Conventions for MIB Modules Using Performance History Based on 15 Minute Intervals,2004-02-10 18:29:48+00:00,/api/v1/doc/document/draft-ietf-adslmib-hc-tc/,/api/v1/doc/document/draft-ietf-adslmib-hc-tc/,0,draft-ietf-adslmib-hc-tc,07,High Capacity Textual Conventions for MIB Modules Using Performance History Based on 15 Minute Intervals,/api/v1/name/doctypename/draft/,8,2004,True
/api/v1/doc/document/rfc3667/,3667,rfc3667,IETF Rights in Contributions,2004-02-18 20:14:07+00:00,/api/v1/doc/document/draft-ietf-ipr-submission-rights/,/api/v1/doc/document/draft-ietf-ipr-submission-rights/,0,draft-ietf-ipr-submission-rights,08,IETF Rights in Contributions,/api/v1/name/doctypename/draft/,9,2004,True
/api/v1/doc/document/rfc3668/,3668,rfc3668,Intellectual Property Rights in IETF Technology,2004-02-18 20:16:08+00:00,/api/v1/doc/document/draft-ietf-ipr-technology-rights/,/api/v1/doc/document/draft-ietf-ipr-technology-rights/,0,draft-ietf-ipr-technology-rights,12,Intellectual Property Rights in IETF Technology,/api/v1/name/doctypename/draft/,13,2004,True
/api/v1/doc/document/rfc3669/,3669,rfc3669,Guidelines for Working Groups on Intellectual Property Issues,2004-02-18 20:17:21+00:00,/api/v1/doc/document/draft-ietf-ipr-wg-guidelines/,/api/v1/doc/document/draft-ietf-ipr-wg-guidelines/,0,draft-ietf-ipr-wg-guidelines,05,Guidelines for Working Groups on Intellectual Property Issues,/api/v1/name/doctypename/draft/,6,2004,True
/api/v1/doc/document/rfc3676/,3676,rfc3676,The Text/Plain Format and DelSp Parameters,2004-02-19 18:47:38+00:00,/api/v1/doc/document/draft-gellens-format-bis/,/api/v1/doc/document/draft-gellens-format-bis/,0,draft-gellens-format-bis,04,The Text/Plain Format and DelSp Parameters,/api/v1/name/doctypename/draft/,5,2004,True
/api/v1/doc/document/rfc3682/,3682,rfc3682,The Generalized TTL Security Mechanism (GTSM),2004-02-19 18:48:51+00:00,/api/v1/doc/document/draft-gill-gtsh/,/api/v1/doc/document/draft-gill-gtsh/,0,draft-gill-gtsh,04,The Generalized TTL Security Mechanism (GTSM),/api/v1/name/doctypename/draft/,5,2004,True
/api/v1/doc/document/rfc3693/,3693,rfc3693,Geopriv Requirements,2004-02-19 18:50:50+00:00,/api/v1/doc/document/draft-ietf-geopriv-reqs/,/api/v1/doc/document/draft-ietf-geopriv-reqs/,0,draft-ietf-geopriv-reqs,04,Geopriv Requirements,/api/v1/name/doctypename/draft/,5,2004,True
/api/v1/doc/document/rfc3694/,3694,rfc3694,Threat Analysis of the Geopriv Protocol,2004-02-19 18:52:24+00:00,/api/v1/doc/document/draft-ietf-geopriv-threat-analysis/,/api/v1/doc/document/draft-ietf-geopriv-threat-analysis/,0,draft-ietf-geopriv-threat-analysis,01,Threat Analysis of the Geopriv Protocol,/api/v1/name/doctypename/draft/,2,2004,True
/api/v1/doc/document/rfc3702/,3702,rfc3702,"Authentication, Authorization, and Accounting Requirements for the Session Initiation Protocol (SIP)",2004-02-19 18:54:26+00:00,/api/v1/doc/document/draft-ietf-sipping-aaa-req/,/api/v1/doc/document/draft-ietf-sipping-aaa-req/,0,draft-ietf-sipping-aaa-req,04,"Authentication, Authorization, and Accounting Requirements for the Session Initiation Protocol (SIP)",/api/v1/name/doctypename/draft/,5,2004,True
/api/v1/doc/document/rfc3706/,3706,rfc3706,A Traffic-Based Method of Detecting Dead Internet Key Exchange (IKE) Peers,2004-02-19 18:55:54+00:00,/api/v1/doc/document/draft-ietf-ipsec-dpd/,/api/v1/doc/document/draft-ietf-ipsec-dpd/,0,draft-ietf-ipsec-dpd,04,A Traffic-Based Method of Detecting Dead Internet Key Exchange (IKE) Peers,/api/v1/name/doctypename/draft/,5,2004,True
/api/v1/doc/document/rfc3709/,3709,rfc3709,Internet X.509 Public Key Infrastructure: Logotypes in X.509 Certificates,2004-02-19 18:57:56+00:00,/api/v1/doc/document/draft-ietf-pkix-logotypes/,/api/v1/doc/document/draft-ietf-pkix-logotypes/,0,draft-ietf-pkix-logotypes,13,Internet X.509 Public Key Infrastructure: Logotypes in X.509 Certificates,/api/v1/name/doctypename/draft/,14,2004,True
/api/v1/doc/document/rfc3684/,3684,rfc3684,Topology Dissemination Based on Reverse-Path Forwarding (TBRPF),2004-02-20 23:04:14+00:00,/api/v1/doc/document/draft-ietf-manet-tbrpf/,/api/v1/doc/document/draft-ietf-manet-tbrpf/,0,draft-ietf-manet-tbrpf,11,Topology Dissemination Based on Reverse-Path Forwarding (TBRPF),/api/v1/name/doctypename/draft/,12,2004,True
/api/v1/doc/document/rfc3691/,3691,rfc3691,Internet Message Access Protocol (IMAP) UNSELECT command,2004-02-20 23:05:34+00:00,/api/v1/doc/document/draft-melnikov-imap-unselect/,/api/v1/doc/document/draft-melnikov-imap-unselect/,0,draft-melnikov-imap-unselect,01,Internet Message Access Protocol (IMAP) UNSELECT command,/api/v1/name/doctypename/draft/,2,2004,True
/api/v1/doc/document/rfc3710/,3710,rfc3710,An IESG charter,2004-02-20 23:07:03+00:00,/api/v1/doc/document/draft-iesg-charter/,/api/v1/doc/document/draft-iesg-charter/,0,draft-iesg-charter,03,An IESG charter,/api/v1/name/doctypename/draft/,4,2004,True
/api/v1/doc/document/rfc3695/,3695,rfc3695,Compact Forward Error Correction (FEC) Schemes,2004-02-26 19:43:10+00:00,/api/v1/doc/document/draft-ietf-rmt-bb-fec-supp-compact/,/api/v1/doc/document/draft-ietf-rmt-bb-fec-supp-compact/,0,draft-ietf-rmt-bb-fec-supp-compact,01,Compact Forward Error Correction (FEC) Schemes,/api/v1/name/doctypename/draft/,2,2004,True
/api/v1/doc/document/rfc3698/,3698,rfc3698,Lightweight Directory Access Protocol (LDAP): Additional Matching Rules,2004-02-26 19:46:20+00:00,/api/v1/doc/document/draft-zeilenga-ldap-user-schema-mr/,/api/v1/doc/document/draft-zeilenga-ldap-user-schema-mr/,0,draft-zeilenga-ldap-user-schema-mr,00,Lightweight Directory Access Protocol (LDAP): Additional Matching Rules,/api/v1/name/doctypename/draft/,1,2004,True
/api/v1/doc/document/rfc3703/,3703,rfc3703,Policy Core Lightweight Directory Access Protocol (LDAP) Schema,2004-02-26 19:49:20+00:00,/api/v1/doc/document/draft-ietf-policy-core-schema/,/api/v1/doc/document/draft-ietf-policy-core-schema/,0,draft-ietf-policy-core-schema,16,Policy Core Lightweight Directory Access Protocol (LDAP) Schema,/api/v1/name/doctypename/draft/,17,2004,True
/api/v1/doc/document/rfc3708/,3708,rfc3708,Using TCP Duplicate Selective Acknowledgement (DSACKs) and Stream Control Transmission Protocol (SCTP) Duplicate Transmission Sequence Numbers (TSNs) to Detect Spurious Retransmissions,2004-02-26 19:51:35+00:00,/api/v1/doc/document/draft-ietf-tsvwg-dsack-use/,/api/v1/doc/document/draft-ietf-tsvwg-dsack-use/,0,draft-ietf-tsvwg-dsack-use,02,Using TCP Duplicate Selective Acknowledgement (DSACKs) and Stream Control Transmission Protocol (SCTP) Duplicate Transmission Sequence Numbers (TSNs) to Detect Spurious Retransmissions,/api/v1/name/doctypename/draft/,3,2004,True
/api/v1/doc/document/rfc3712/,3712,rfc3712,Lightweight Directory Access Protocol (LDAP): Schema for Printer Services,2004-02-26 20:00:01+00:00,/api/v1/doc/document/draft-fleming-ldap-printer-schema/,/api/v1/doc/document/draft-fleming-ldap-printer-schema/,0,draft-fleming-ldap-printer-schema,02,Lightweight Directory Access Protocol (LDAP): Schema for Printer Services,/api/v1/name/doctypename/draft/,3,2004,True
/api/v1/doc/document/rfc3696/,3696,rfc3696,Application Techniques for Checking and Transformation of Names,2004-02-27 02:04:43+00:00,/api/v1/doc/document/draft-klensin-name-filters/,/api/v1/doc/document/draft-klensin-name-filters/,0,draft-klensin-name-filters,03,Application Techniques for Checking and Transformation of Names,/api/v1/name/doctypename/draft/,4,2004,True
/api/v1/doc/document/rfc3718/,3718,rfc3718,"A Summary of Unicode Consortium Procedures, Policies, Stability, and Public Access",2004-02-27 02:06:07+00:00,/api/v1/doc/document/draft-rmcgowan-unicode-procs/,/api/v1/doc/document/draft-rmcgowan-unicode-procs/,0,draft-rmcgowan-unicode-procs,03,"A Summary of Unicode Consortium Procedures, Policies, Stability, and Public Access",/api/v1/name/doctypename/draft/,4,2004,True
